fid,x,y,brand
1.52E+14,18.80552101,34.57640457,TIS Wheels
48544417392,56.77002335,-9.404702187,GPS Fitness
47650308975,-13.09241962,0.405762672,OpenTable (Verified Page)
2.30E+14,51.808815,-29.20247269,Kenra Professional
1.22E+14,27.3907032,13.18367195,Sea Ray Boats & Yachts
1.03E+14,24.38251305,39.27554321,RideTech
8338596957,-14.8771143,2.184647083,Champs Sports
50448986890,55.32526016,-30.67684937,The Bradford Exchange
1.14E+11,6.97478056,-20.24369049,bellicon USA
2.07E+14,-38.07562637,-1.667522669,Wilson Basketball
1.10E+11,8.68148613,48.76335907,Warrior Hockey
47581647879,-29.25892258,-19.58090019,Cape Air/Nantucket Airlines
3.67E+14,10.08224392,-22.15170288,Easton Slowpitch
1.15E+11,-11.33099174,-23.49163437,Hilton Grand Vacations
2.63E+14,0.676806808,-44.02335739,Core Power
5.69E+14,40.63562012,-40.18328094,Myprotein (Verified Page)
5.08E+14,37.94208145,-19.02603722,Cotopaxi
1.16E+14,-6.564271927,-46.00977707,W Hollywood
1.43E+11,41.50606155,37.30887985,McDavid USA
2.38E+14,49.55725861,-42.30835342,Aquaphor US (Verified Page)
82286648475,40.2212677,-39.6089325,Muscle Pharm
86597377789,20.95776939,34.93684387,Mechanix Wear
4.49E+11,34.21543884,24.42701912,G&G Armament
1.99E+11,7.628337383,47.26064682,Trek Bicycle
10530857146,50.79627228,-45.72929764,Zevia
1.39E+14,40.16969681,-36.92263031,Kill Cliff
2.13E+11,-7.19315052,-58.64931488,JW Marriott Marco Island Beach Resort
2.91E+14,49.60145187,-44.17490005,Sundown Naturals
3.10E+11,53.38459778,-7.331278324,Orangetheory Fitness (Verified Page)
1.35E+14,21.50362778,37.09535599,PowerStop
2.35E+11,52.23649597,-31.55091095,Earth Mama Organics
37122264757,52.64202118,-36.38371277,Swagbucks
1.00E+11,47.69839478,-22.38710022,iTunes
6500552187,57.90050888,-29.34852791,Hulu
4.32E+14,12.23727703,16.78523445,Dove
77913870999,53.53011322,-23.43433952,Platinum Performance
1.12E+14,-0.598612964,31.53767967,Consolidated Edison
1.38E+14,56.99064636,-9.998768806,WorkoutHealthy
2.31E+14,11.23853016,27.68465805,AFTCO - American Fishing Tackle Co.
1.25E+14,22.15512657,11.53275299,Storm Bowling
1.79E+14,-8.574305534,-52.23278809,The St. Regis Bal Harbour Resort
1.21E+14,19.63194275,19.57187462,Blind Skateboards
5919726343,41.22014999,12.08418369,Pandora
1.19E+14,44.15195465,-30.3900013,amika:
1.53E+11,25.35860825,35.11777496,ARB 4x4 Accessories - USA Office
1.51E+14,48.3755188,-24.18390274,Gold Peak Tea
34815974607,50.15404129,34.99165344,RECARO
22011023143,20.13886452,20.90925789,Original Skateboards
5652547163,47.86493683,-42.94681931,Bigelow Tea
20025344225,46.79306793,-19.19024849,Vibram FiveFingers
1.03E+11,7.97087431,-18.41959763,Lange
1.41E+14,23.52927208,24.56583786,Cutters
2.14E+14,57.20298386,-30.13901901,Dollar Shave Club
12349989021,49.18873596,-42.80583954,Invisalign
5.09E+14,28.05270195,19.34366608,Spiderwire
1.32E+14,50.48989868,-43.08444977,Gold Bond Powder
22565487675,57.48402405,-9.600540161,CrossFit
2.12E+14,53.07438278,-37.62140274,Julie's Freebies
1.14E+11,-15.83866119,-50.88432693,Loews Royal Pacific Resort at Universal Orlando
1.50E+14,-30.62350845,33.64979935,Ekstensive Metal Works
2.43E+14,0.480633944,29.26189613,FlipBelt
3.92E+14,37.9925766,-17.10978889,Naish Stand Up Paddling
1.15E+14,-1.336450696,29.4020977,Hawaiian Telcom
2.83E+11,24.10590172,38.09366989,OPTIMA Batteries
1.21E+14,40.09037018,-39.62434387,Champion Performance
1.73E+14,-38.21316147,-1.64552176,Spalding
87112226386,49.30799484,37.75217819,Yamaha Motor USA
6.44E+14,48.75019073,-27.08010101,San Pellegrino Fruit Beverages
2.67E+14,12.68160248,-21.31920624,SuperStroke Golf
2.95E+14,-6.598328114,14.3616848,GymnasticBodies.com (Verified Page)
1.99E+14,47.93612289,-37.21909332,BODYARMOR
46420716772,9.640190125,-26.54171181,Tribord
1.49E+15,30.71125984,41.05629349,Alfa Romeo USA
4.93E+11,54.91516876,-29.74212456,JustFab
2.96E+14,-32.97842407,-20.72650909,Air China
4.92E+14,39.63086319,-35.79449844,StrongFirst
1.46E+11,-15.41274643,-38.32147217,Sheraton Grand Los Angeles
20662169998,2.587943316,31.55944443,Saucony
1.09E+11,-3.821304083,-24.43360519,Turtle Bay Resort
2.06E+14,-5.307433128,54.13451767,T-Mobile Latino
1.41E+14,-1.464132309,-31.80019188,Royal Caribbean International
75900685355,26.63817596,36.22126007,APR
1.10E+14,27.56319809,39.48868942,Valvoline USA
1.27E+14,49.35543442,-39.47846222,The Republic of Tea
1.33E+14,41.81747437,-26.00646782,PURA D'OR Premium Organic Solutions
1.75E+14,36.86736679,-18.18803787,Liv Cycling
9018053518,54.59255981,-6.868830681,24 Hour Fitness
1.31E+11,22.33571434,40.85918427,Chevrolet Performance (Verified Page)
1.25E+14,24.83618164,13.94275761,Sally's Cottages
1.01E+14,-9.530554771,-52.04737091,"JW Marriott Orlando, Grande Lakes"
1.06E+11,51.19748688,-6.891082287,Muscle Milk
2.44E+11,-11.14975548,-21.69155884,Homewood Suites
82414235393,-35.50547028,-0.296513647,DeMarini Sports
16096587366,0.617281616,11.99416351,WaveBuilder
76903097742,57.84464264,-28.42507553,Eastbay
1.01E+14,53.43167496,-10.37449074,Blessed Herbs
2.21E+14,24.79489136,41.84451294,Garage Valvoline
45070742145,40.87065125,-29.69995117,Mongoose Bicycles
1.55E+14,11.43419933,27.77973938,Berkley Fishing
3.63E+14,23.29462433,34.37483978,Sinister Diesel
36343869811,37.52718353,-0.963787973,Williams-Sonoma
1.40E+14,23.59660721,40.03613663,Nitrous Express
36183913517,53.29145432,-29.75938606,Isagenix®
1.43E+14,-5.534970284,-34.29582596,Elk Springs Resort
2.16E+14,53.04709244,-35.90106964,Wayfair
2.17E+14,-10.38962173,-52.65633392,Aston Hotels & Resorts
3.26E+11,40.78657913,31.36844635,NOS Energy Drink
1.01E+14,49.34242249,-40.93169403,evamor Natural Artesian Water
55409478056,39.39941406,-37.58733749,Bodybuilding.com
1.11E+14,11.06289673,-25.75029373,XENIOS USA
1.49E+14,41.31269836,-27.40330124,Dial For Men
3.71E+14,25.09691811,42.0146637,Milestar Tires
1.11E+14,21.81110191,20.0478878,Loaded Boards
1.07E+14,53.28825378,-30.48021507,Dr Teal's
1.92E+14,-2.286625862,32.3685379,DishLATINO
7.29E+14,12.74524975,3.096110821,RTIC Coolers
1.38E+14,-3.040742397,25.80468178,Bluegrass Cellular
14413995793,47.72010803,-29.54709816,Matrix Professional Haircare & Color
1.35E+14,20.21875191,20.05208778,FLIP SKATEBOARDS
3.03E+11,9.417154312,-30.07723427,SKINS (Verified Page)
1.02E+14,9.902440071,35.45058823,EOTech
1.15E+11,18.80845261,35.25692749,Fletcher Jones Motorcars | Mercedes-Benz
1.32E+14,0.554879725,28.44398308,Hippie Runner Funktional Runwear
2.57E+11,12.88974476,-28.0842762,Quintana Roo Tri
2.47E+11,50.76660919,-42.76486969,U by Kotex
3.21E+14,45.92285538,-14.64673519,Morphe Brushes
1.07E+14,-12.40206242,-21.66683388,AmericInn
28443417233,34.23908997,24.48843384,OPSGEAR
1.39E+11,-10.66027737,-47.33221436,Mauna Kea Beach Hotel
1.22E+14,7.813699245,-28.60329819,Sure-Grip International
4.51E+14,53.79994583,-27.87091827,Younique - Corporate
83965104455,-3.103476524,28.9017086,TDS
2.01E+14,-0.403310627,31.86389732,Orbitel
1.16E+14,5.814572811,54.80918503,Office for Businesses (Verified Page)
22299329685,25.23454285,23.46089935,Wilson Baseball / Softball
1.13E+11,47.69457245,-32.48646927,FlightNetwork.com
1.05E+11,20.47117424,8.410721779,Ashworth Golf
1.91E+14,13.8558979,-31.69253159,Advanced Elements
1.68E+14,4.328385353,46.82965469,Mizuno Running
1.86E+14,23.7751236,24.82509232,Under Armour Football
1.39E+11,41.75672531,7.877495289,L'Oreal Paris
3.20E+11,49.63722992,-44.98241425,Old Orchard Brands
1.40E+15,-6.461311817,14.49582863, 
3.71E+14,29.82597733,22.83884239,HALO Optics
3.68E+11,47.94919586,-44.2520752,Teflon Brand
81014026374,21.66687775,9.217461586,PUMA Golf
1.26E+11,52.14815903,-34.05838394,Plexus Worldwide
93258829686,47.65010834,-20.9025135,Ergogenics
2.75E+14,49.64250183,-40.23223877,Primal Pit Paste
55752169323,18.39605331,36.66305542,Lance Camper
2.44E+11,15.15480137,32.90402985,Labrada Nutrition
86114948428,-11.91697407,32.35371399,John Deere Classic
3.51E+14,6.27698946,49.55297089,HYLETE
69279141293,37.91252518,-17.84406281,Armada Skis
2.55E+14,2.947355032,1.272293687,Police Blotter
96843391975,46.07161331,-41.38409805,Bai
2.16E+11,23.03028679,38.00540543,Magnaflow
4.77E+14,36.22667313,-23.54846573,CenturyLink Business
1.35E+14,49.59754181,-35.88970184,FLOWER Beauty
2.08E+14,-7.381204128,52.71851349,Google Fiber (Verified Page)
4.40E+14,16.28848076,28.4958477,Fenwick Fishing
1.07E+11,0.70492667,27.59758759,SRT Communications
1.17E+14,24.78434372,38.10259247,Lethal Performance Inc
1.93E+14,7.159481049,-26.11643791,Aerialite by BGF
21696214453,28.71108818,19.52155113,Simms Fishing Products
1.47E+14,43.4564476,-14.95360661,BOOM by Cindy Joseph
1.18E+11,50.89904404,-40.49698639,First Aid Beauty
1.44E+11,9.14107132,-34.10083008,Austin Kayak
32338694442,1.729282737,25.98576546,Qdoba
1.94E+14,15.21080017,-7.222005844,Parachute Home (Verified Page)
1.72E+14,50.29161453,-19.95270729,Mediacom
1.31E+11,55.21593094,-7.004374981,Planet Fitness
2.01E+11,-4.797637463,-51.3601532,InterContinental Los Angeles Century City
2.22E+11,-4.531061172,-67.96868896,Sofitel Los Angeles at Beverly Hills
1.27E+11,-15.63290882,-48.69373703,Hard Rock Hotel at Universal Orlando
27123130997,-3.072944164,-60.14384842,The Beverly Hills Hotel
1.00E+11,-3.285890341,-58.64614105,Four Seasons Hotel Los Angeles at Beverly Hills
1.83E+14,-0.636124551,-56.00003815,Conrad New York Hotel
3.04E+11,-12.63707829,-65.1463089,InterContinental Stephen F. Austin
75440182684,-4.518481731,-56.31755066,W Washington D.C. Hotel
67913249082,0.290320069,-64.93276215,Hyatt Regency Maui Resort & Spa
76425741753,-8.159248352,-57.35246277,InterContinental Miami
46548360764,-0.185456589,-67.50270844,Hilton Hawaiian Village Waikiki Beach Resort
1.90E+11,-17.58824921,-56.25381851,The Omni Homestead Resort
2.77E+11,-15.98265457,-53.3228569,Hawks Cay Resort
3.31E+14,-15.88989449,-37.96732712,JW Marriott Essex House New York
2.40E+11,-4.147268295,-51.12108994,InterContinental New York Barclay
25567647158,-1.598369002,-57.36854553,Hotel Bel Air
2.26E+11,-0.128440082,-51.56671906,InterContinental New York Times Square
25721949322,-15.11943245,-53.68770599,TradeWinds Island Resorts
1.84E+11,-17.84647369,-38.45453262,Hollywood Beach Marriott
19570942285,-14.523139,-45.27864838,Snow King Resort
50396901141,-8.375851631,-59.95430374,The Roosevelt Hotel
1.00E+11,-4.190429688,-68.47194672,SLS Hotel  a Luxury Collection Hotel  Beverly Hills
69131057600,-8.233663559,-67.18501282,Hotel Valley Ho
2.96E+11,-7.192443371,-53.80906296,Trump National Doral Miami (Verified Page)
1.42E+14,-3.772673368,-62.42943573,The Ritz-Carlton Bacara  Santa Barbara
1.17E+11,-16.5570507,-53.05133438,The Don CeSar
80681742940,-5.779492855,-67.0123291,JW Marriott Los Angeles L.A. LIVE
3.86E+11,-3.179740191,-60.46138382,Montage Beverly Hills
4.35E+14,-10.08221626,-57.1284523,Wyndham Grand Orlando Resort Bonnet Creek
88617581527,-12.63422394,-61.53447342,Vdara Hotel & Spa Las Vegas
1.11E+11,-17.78674126,-46.06925201,Tropicana Las Vegas
2.03E+11,-3.074947834,-59.88312531,Beverly Wilshire  Beverly Hills (A Four Seasons Hotel)
74438394785,-14.82197571,-63.79109955,InterContinental Chicago Magnificent Mile
9.17E+14,-8.828219414,-62.17869949,Dream Hollywood
2.67E+14,-6.867971897,-55.13986206,Eden Roc Miami Beach
3.44E+14,-7.237278461,-58.39266205,The Ritz-Carlton  Grand Cayman
1.45E+14,-8.748807907,-56.14544678,The Westin Fort Lauderdale Beach Resort
3.06E+11,-1.932854056,-47.89181137,The Plaza Hotel
1.06E+11,17.88366699,33.95483017,Vision X
90497720706,-24.46190834,14.24679184,Alpine Electronics of America
1.12E+11,17.98885727,33.8907547,4 Wheel Parts
4.40E+14,-53.01359558,-10.90045547,Hilton Garden Inn Orlando North/Lake Mary
3.84E+14,-55.96622467,-13.65386963,Club Wyndham
2.11E+14,-59.01522064,-6.701786041,Rosewood Bermuda
4.95E+14,-54.18283844,-8.591499329,Champagne Taittinger (Verified Page)
2.12E+14,-54.70867157,-14.05032921,Interval International
65962293904,-54.50829697,-12.23467159,Apple Vacations
60633371812,-59.64731979,-12.62389565,Hotel Indigo Sarasota
91125347794,-42.6329422,-13.53118706,CheapCaribbean.com
4.20E+14,-56.32777786,-11.21916294,WorldMark by Wyndham
1.03E+11,-43.31921005,-14.82946205,Frontier
98480782155,-54.67652512,-10.88473701,InterContinental at Doral Miami
1.08E+11,-15.45294476,-65.24185181,Atlanta Marriott Marquis
91090638261,-55.35800552,-12.70831966,Delta Vacations
6.20E+14,-59.56729126,-13.8837719,Holiday Inn Resort at Jekyll Island
1.47E+11,-55.4335022,-12.70290279,Sleep Inn & Suites Port Charlotte FL
1.68E+11,-47.2899437,-33.3624649,Regent Seven Seas Cruises
1.51E+14,-60.34225845,-11.93935108,Taj Boston
1.54E+14,2.13703084,0.046741165,Incrediwear
1.13E+14,4.753626347,-30.3970623,Steve Furgal's International Tennis Tours
1.27E+14,8.876333237,-23.94005013,Yonex Tennis
1.55E+11,-38.55448914,36.91441727,Quick - Q1905
1.33E+14,6.052188873,-18.83599472,Russell Athletic
1.70E+11,27.22387123,11.81133461,Phoenix Pro Scooters
1.12E+14,9.153329849,47.72667313,DK Bicycles
1.88E+11,-7.035808563,-63.94969559,Surf and Sand Resort
1.02E+14,52.91196823,31.06962967,American Funds (Verified Page)
92388220379,27.31714249,12.51047134,Camping World (Verified Page)
3.06E+14,14.79067993,36.78225327,Yamaha Outdoors
2.08E+11,27.26012039,11.7513113,Bayliner Boats
1.31E+14,27.2473526,11.7158947,Jasper's Market (Verified Page)
82181114338,-12.11762428,-57.80215454,Orlando World Center Marriott
6.96E+14,27.3981514,11.56667423,Uber Eats (Verified Page)
1.30E+11,-6.326735973,-63.85009766,"The Ritz-Carlton, Laguna Niguel"
97509811439,27.1032486,11.73128796,E-Z Rent-A-Car
1.29E+14,-15.6313715,-68.05025482,Howard Johnson Anaheim Hotel and Water Playground
74250042688,52.77997589,31.53383064,KYMCO USA
1.94E+14,12.76885891,-27.61360741,Litespeed Bicycles
1.43E+14,-45.66702652,-23.8063755,Kimpton Surfcomber Hotel
3.06E+14,-33.31585312,-19.96620941,Surf Air (Verified Page)
3.03E+14,-8.060012817,-33.30857849,Travel Quotes
37153681969,27.19545937,11.67439175,Fox Rent A Car (Verified Page)
67654586609,27.28044319,12.01194859,boats.com
85442653844,-52.5052681,-16.70557213,Sweet Home Alabama
4.94E+14,27.24481964,12.07345963,Airbnb Citizen (Verified Page)
91893123527,27.25469208,11.74066544,Bulletproof Automotive / GT-RR
96613583855,27.20948219,11.6329298,Book of the Month (Verified Page)
1.68E+14,-42.04085922,-7.315976143,Travelpirates.com
1.09E+14,22.88324928,32.95393753,FMF Racing (Verified Page)
1.11E+14,-5.36118269,56.87309647,Huffy Bicycles
51913968118,26.34988403,11.44237614,WorldVentures
1.22E+14,-15.25534248,25.79644394,Marko Foam
57674859734,-37.68753815,-25.12883377,Fairmont Olympic Hotel
1.12E+11,-42.16426086,-18.41034698,Air Tahiti Nui (Verified Page)
79412462562,-61.02873993,-14.50588703,The St. Gregory Hotel
1.21E+14,-52.11907578,-4.363052845,Waikiki Beachcomber by Outrigger
1.88E+14,-35.45203018,-23.3737278,Hilton Waikiki Beach
24100672222,-53.39650726,-13.09576893,Go Ahead Tours (Verified Page)
1.14E+11,-44.90078735,-26.39911461,Palace Hotel San Francisco  A Luxury Collection Hotel
4.18E+14,-44.19836044,-19.46859932,Ramada Plaza Resort & Suites International Drive Orlando
3.56E+11,-45.05098724,-13.9914608,Hyatt Regency Houston
84483179610,-42.54420471,-25.39492226,The St. Regis Aspen
95960137321,-55.83926392,-7.401320934,The Westin Copley Place
1.56E+11,-3.781201601,-56.02425385,Fairmont Copley Plaza
88291728668,-19.70577812,-58.44286346,Hotel Monteleone
2.02E+11,-56.929245,-24.35717392,Four Seasons Hotel Seattle
1.30E+14,-60.10387421,-2.797426462,The Gwen  A Luxury Collection Hotel  Michigan Avenue Chicago
1.26E+14,-54.50824738,-9.467479706,Hotel Triton
45414939018,-0.062843442,-64.86909485,Grand Hyatt Kauai Resort & Spa
1.14E+14,-53.07220459,-5.820063591,Hotel Zephyr San Francisco
62919767123,-50.99917603,-8.391755104,Quark Expeditions
1.53E+11,-35.38899994,-23.38539886,Embassy Suites Waikiki Beach Walk
1.22E+14,-55.36073303,-10.16553974,Aloft Asheville Downtown
14349505641,-46.13941193,-33.42650223,Expedia CruiseShipCenters (Verified Page)
1.20E+11,-42.97985458,-16.86116982,Airfarewatchdog
6795434443,-42.43686295,-9.157975197,CID Entertainment
1.34E+11,-47.87449265,-16.28765488,Astor Crowne Plaza Hotel - New Orleans
2.74E+14,-61.92434311,-6.774158478,Renaissance Atlanta Midtown Hotel
1.10E+11,-36.61716461,-24.32824516,The Westin Princeville  Ocean Resort Villas
71493943160,-40.15232849,-28.70511055,Carneros Resort and Spa
1.65E+14,-61.02023315,-20.11367798,Winter Haven Hotel  Autograph Collection
89226280489,-20.83251381,-64.48117828,Alyeska Resort
33789733050,-38.71046066,-28.69828987,Ventana Big Sur
53960272605,-42.02474594,-15.99879551,Allegiant
1.12E+14,-55.53017044,-17.33122444,Renaissance New York Times Square Hotel
74666221688,-54.17910004,-3.889396667,Avatar Hotel  a Joie de Vivre Hotel
2.86E+14,-47.87073898,-16.26021004,Renaissance New Orleans Pere Marquette French Quarter Area Hotel
1.32E+14,-57.40405655,-23.79168892,Hilton Portland Downtown
83236368050,-2.881291389,-50.31738663,Fairmont Chateau Whistler
70721316501,-12.50960827,-44.96649933,Brasada Ranch
1.53E+11,-14.61614132,-38.82006454,Hotel Villagio
1.16E+11,-55.95734406,-9.157668114,Delray Beach Marriott
1.58E+14,-57.45843887,-10.59488773,Pier 2620 Hotel Fisherman's Wharf
1.56E+14,-52.24732208,-13.88664532,Niagara Falls Courtyard by Marriott
83495392941,-57.35251617,-5.618890285,Galleria Park Hotel - a Joie de Vivre Hotel
1.66E+15,-28.61515236,5.552181244,lenny lemons
5.03E+14,-61.01705551,-9.210856438,Hyatt Union Square New York
1.04E+11,-7.360991478,-56.76102829,The Betsy Hotel
1.92E+11,-0.210732594,-66.16015625,Hilton Waikoloa Village
2.59E+11,0.755259514,-66.46153259,Sheraton Waikiki
66171977613,-47.44016647,-33.15811157,Crystal Cruises
1.65E+11,-39.64235306,-24.37023544,Grand Hyatt Seattle
46766186797,-11.65220356,-58.5562706,Coconut Bay Beach Resort & Spa
66713283724,-47.06905746,-33.56955338,Oceania Cruises
2.62E+14,-40.06227112,-28.81991386,Fairmont Sonoma Mission Inn
1.02E+11,-55.21311188,-9.451836586,Embassy Suites by Hilton Scottsdale Resort
4.95E+14,-58.29633331,-4.995830536,DoubleTree by Hilton Hotel Boston North Shore
3.89E+14,-17.63820839,-41.31258774,Shoreline Hotel Waikiki
1.45E+14,-50.60893631,-7.225054264,Sheraton Park Hotel at the Anaheim Resort
2.36E+11,-58.47973633,-4.939203739,The Westin Buckhead Atlanta
2.12E+11,-53.76105118,-4.489422321,Loews Ventana Canyon Resort
1.12E+11,-37.75955963,-25.09251976,The Edgewater
1.97E+14,-49.7103157,-26.99849892,The Ritz-Carlton  Fort Lauderdale
1.22E+11,-35.08851624,-23.69791412,Aston Waikiki Beach Hotel
1.29E+14,-1.490719438,-63.3950119,The Ritz-Carlton  Kapalua  Maui
56368032653,-45.7612114,-24.92294502,Sofitel Washington DC
1.10E+14,-36.37189102,-22.68447495,Hyatt Place Waikiki Beach
26998744778,-10.23719597,-65.11824799,Arizona Biltmore  A Waldorf Astoria Resort
1.58E+14,-52.30867767,-23.0028553,Liberty Hotel Boston
2.10E+11,-38.88409805,-27.71470451,Four Seasons Hotel Westlake Village  California
1.80E+11,-31.75071144,-10.73352909,Asana
1.34E+14,-51.02583694,-20.65397072,Belmond Charleston Place
2.00E+14,-57.6246376,-9.256292343,Courtyard by Marriott Kauai at Coconut Beach
2.70E+11,-43.39962769,-18.02333832,Jetsetter
1.05E+14,-54.30323792,-4.038752079,Irvine Marriott
1.17E+14,-62.57100677,-12.95778179,Courtyard by Marriott Waikiki Beach
1.73E+14,-47.25367737,-22.95439339,Michelangelo Hotel New York
65903791163,-52.80571747,-7.373334885,Canyon Ranch
52928218291,-54.90335083,-5.217725277,Kimpton Shorebreak Hotel
1.28E+14,-62.51881027,-12.95407486,Coconut Waikiki Hotel
1.35E+14,-44.58242798,-23.63639641,Viceroy L'Ermitage Beverly Hills
1.46E+11,-58.28735352,-4.890357018,The Garland
27630567432,-50.2603302,-22.67930794,Fodor's
60220211207,-18.65140724,-54.47397232,Gaylord National Resort & Convention Center
1.64E+14,-36.35186768,-20.79408073,The Hotel Captain Cook
1.79E+14,-14.98527145,-45.46314621,Woodstock Inn & Resort
4.18E+11,-20.87549591,-64.50925446,The Coeur d'Alene Resort
1.52E+11,-37.56886673,-23.51686668,Fairmont Orchid  Hawaii
1.13E+14,-54.67092514,-6.383745193,Vintage House
41790677561,-37.63011932,-25.26646423,Willows Lodge
78916369309,-56.88227081,-2.832869291,The Fairmont Dallas
1.90E+11,-57.35228729,-23.55443764,Loews Hotel 1000
83389148201,-35.18696213,-21.0551548,Kenmore Air
93595553761,-38.79478836,-20.24946022,Hilton San Diego Resort & Spa
1.90E+11,-10.12058926,-53.99776077,Hyatt Regency Coconut Point Resort & Spa
1.24E+14,-10.38687134,-62.00723648,Koloa Landing Resort
1.35E+14,-1.470896721,-66.12809753,Fairmont Kea Lani  Maui
42775233903,-45.13217545,-26.67747307,The Westin Bonaventure Hotel & Suites  Los Angeles
1.13E+11,-35.07563782,-23.79792023,Aston Kaanapali Shores
1.16E+11,-45.01130295,-14.28197384,The Houstonian Hotel  Club & Spa
92873880744,-61.06521988,-16.10284805,Pan Pacific Hotel Seattle
92905007085,-37.26289749,-26.81190681,Chaminade Resort & Spa
3.36E+11,-20.85382843,-45.08311081,DoubleTree by Hilton Madison
1.34E+11,-40.50068665,-24.98664093,Grand Hyatt San Francisco
58972641843,-52.3599968,-2.725490093,The Benson Hotel
1.05E+11,-48.6199379,-4.220594883,JetBlue
41719663814,-12.10948467,-45.64043808,Sheraton Maui Resort & Spa
10781399665,-2.170343876,-26.10055923,Luxury Link
4.87E+14,-59.00266647,-6.558194637,Fairfield Inn & Suites New York Midtown Manhattan/Penn Station
20372413613,-2.460495234,-55.65007401,New York Marriott Marquis
2.34E+11,-43.8916893,-26.21466446,Four Seasons Hotel Denver
1.68E+11,-0.331168771,-65.60437775,Grand Wailea
1.10E+11,-39.20379257,-27.00101089,The Lodge at Torrey Pines
1.79E+11,-15.56730461,-67.98416138,Best Western Stovall's Hotels
2.26E+11,-57.50259399,-24.0712738,Riverhouse on the Deschutes
62244549659,-9.747592926,-59.43181992,Mirror Lake Inn Resort & Spa
3.55E+11,-47.63682175,-24.48561668,The Carlyle  A Rosewood Hotel
6811664619,-3.165038586,59.88436127,Nikon
72811102104,-52.20423508,-2.783619881,Hotel Avante  a Joie de Vivre Hotel
1.27E+14,-44.5278244,-10.45808697,Hyatt
59064382933,-37.87895584,-26.1605835,The Allison Inn & Spa in Newberg  Willamette Valley  Oregon Wine Country
1.38E+14,-55.47043991,-7.55043745,The Westin Seattle
1.42E+14,-45.52178192,-8.854273796,AT&T (U-verse)
5.53E+14,-57.60811996,-17.2976799,China Eastern Airlines (Verified Page)
65876008947,-6.679991722,-67.0328064,JW Marriott Desert Springs Resort & Spa
75054337963,-4.282715321,5.084302425,Perfumania
1.16E+14,-4.822423458,5.498240471,Martin's Famous Pastry Shoppe Inc.
1.76E+11,11.87805653,-1.101524234,Interracial Dating
1.32E+11,-1.912850142,4.221970081,"Famous Dave's Bar-B-Que of America, Inc."
1.25E+11,-41.6310463,-23.58095741,Gateway Canyons Resort & Spa
2.84E+11,-42.67169952,-25.73789978,Park Hyatt Beaver Creek Resort & Spa
40081633994,-18.34404182,-52.85519409,Holiday Inn Resort Panama City Beach
1.62E+14,-49.75028992,-2.538193226,Mountain Lodge Telluride
1.12E+11,-6.484136105,-66.00495148,The Portofino Hotel & Marina
23227690647,-43.23026276,-9.582483292,Go RVing
3.13E+11,-42.52925873,-24.23271179,The Little Nell
12608069173,-13.20823669,-54.29953003,Little Palm Island Resort & Spa
96327812117,-40.1776123,-22.82958031,Argonaut Hotel
2.17E+14,-1.686453342,-47.69607925,Hilton Worldwide
1.09E+11,-15.92976761,-53.1734848,Ocean Key Resort & Spa
3.97E+11,-50.43201828,-2.106061935,Xinalani
96594441541,-38.85787964,-27.60607529,The Inn at Rancho Santa Fe  A Tribute Portfolio Resort & Spa
1.61E+14,-46.37042618,-12.68641663,Durango & Silverton Narrow Gauge Railroad
10488846693,-56.76688004,-3.05991292,Le Meridien Dallas  The Stoneleigh
17526711914,-40.49665833,-22.17408371,The Langham Huntington  Pasadena
57009867154,-42.27386856,-13.97564125,Cameron Hughes Wine
1.64E+14,-40.10387421,-26.04531479,The Saguaro Palm Springs
69819037617,-38.71741867,-27.82770729,Estancia La Jolla
2.69E+14,-60.8055687,-18.59581375,Vail Marriott Mountain Resort
47999629247,-9.468137741,-67.1400528,Hyatt Regency Scottsdale Resort and Spa
2.15E+14,-47.32738495,-5.253266335,DoubleTree Colorado Springs
1.69E+14,-42.12147141,-22.94515991,Garden of the Gods Collection
66984436254,-17.97495842,-60.3104744,The Broadmoor
56561503573,-6.173105717,-64.367836,Ojai Valley Inn & Spa
1.03E+14,-3.298149824,-56.58729935,The St. Regis New York
68005348834,-20.79529381,-59.81285858,New Orleans Marriott
45210454733,-18.12301064,-44.49344635,Holiday Inn Orlando SW - Celebration Area
1.46E+14,-8.325523376,-58.55496216,"The Ritz-Carlton Orlando, Grande Lakes"
2.97E+11,-12.83703136,-62.23633575,The Signature at MGM Grand
1.63E+11,-15.54480171,-38.32951355,Rosewood Sand Hill
2.26E+11,-10.66269875,-65.9861908,Four Seasons Resort Scottsdale at Troon North
49082106706,-0.765349686,-55.7977562,Gansevoort Meatpacking NYC
40518498924,-12.5943203,-59.15663147,Thomas Beach Vacations
56132912580,-18.85753632,-56.91737747,The Hermitage Hotel - Nashville
95700573025,-3.831519604,-62.59799576,Post Ranch Inn
1.29E+11,-17.36567497,-46.96593857,Hotel Contessa - Suites on the Riverwalk
2.21E+11,-0.241700068,-51.41913605,Sofitel New York
60290728361,-14.88271141,-61.55649567,The Brown Palace Hotel and Spa  Autograph Collection
52075834893,-17.05412674,-55.3427887,Pinehurst Resort
1.07E+14,-23.81805611,-59.8141861,Grand Hyatt San Antonio
93339856696,-17.72402191,-59.25227356,Grand Hotel
1.62E+14,-13.17203331,-63.41519928,Nashville Hilton Downtown
1.45E+11,-15.06760311,-62.74749374,The American Club Resort
57068186917,-12.33595657,-51.40157318,Galley Bay Resort and Spa
